Time,Predicted,Actual,Difference
2011-01-01 15:00:00,220.722222222222,110,110.722222222222
2011-01-01 16:00:00,207.416666666667,93,114.416666666667
2011-01-01 17:00:00,207.416666666667,67,140.416666666667
2011-01-01 21:00:00,150.068965517241,34,116.068965517241
2011-01-02 00:00:00,60.5,17,43.5
2011-01-02 02:00:00,64.6268656716418,9,55.6268656716418
2011-01-02 04:00:00,7.76666666666667,3,4.76666666666667
2011-01-02 10:00:00,170.770833333333,53,117.770833333333
2011-01-02 11:00:00,170.770833333333,70,100.770833333333
2011-01-03 15:00:00,102.868852459016,72,30.8688524590164
2011-01-04 01:00:00,5.22727272727273,2,3.22727272727273
2011-01-04 02:00:00,2.45833333333333,1,1.45833333333333
2011-01-04 05:00:00,11.3898305084746,4,7.38983050847458
2011-01-04 08:00:00,290.027777777778,179,111.027777777778
2011-01-04 17:00:00,253.875,212,41.875
2011-01-05 06:00:00,46.3469387755102,33,13.3469387755102
2011-01-05 08:00:00,290.027777777778,195,95.0277777777778
2011-01-05 09:00:00,163.027777777778,115,48.0277777777778
2011-01-05 12:00:00,185.55,79,106.55
2011-01-05 18:00:00,172.25,169,3.25
2011-01-05 21:00:00,88.9837837837838,43,45.9837837837838
2011-01-05 23:00:00,35.6818181818182,19,16.6818181818182
2011-01-06 00:00:00,14.8888888888889,11,3.88888888888889
2011-01-06 07:00:00,69.99,95,25.01
2011-01-06 10:00:00,88.9837837837838,45,43.9837837837838
2011-01-07 04:00:00,2.43636363636364,1,1.43636363636364
2011-01-07 05:00:00,11.3898305084746,5,6.38983050847458
2011-01-07 06:00:00,46.3469387755102,34,12.3469387755102
2011-01-07 08:00:00,290.027777777778,210,80.0277777777778
2011-01-07 09:00:00,163.027777777778,134,29.0277777777778
2011-01-07 10:00:00,88.9837837837838,63,25.9837837837838
2011-01-07 14:00:00,69.99,50,19.99
2011-01-07 17:00:00,172.25,187,14.75
2011-01-08 05:00:00,5.43137254901961,5,0.431372549019608
2011-01-08 07:00:00,69.99,9,60.99
2011-01-08 08:00:00,83.21875,15,68.21875
2011-01-08 19:00:00,83.21875,30,53.21875
2011-01-08 22:00:00,53.2666666666667,34,19.2666666666667
2011-01-09 01:00:00,36.5882352941176,12,24.5882352941176
2011-01-09 05:00:00,5.43137254901961,1,4.43137254901961
2011-01-09 10:00:00,88.9837837837838,49,39.9837837837838
2011-01-09 11:00:00,88.9837837837838,49,39.9837837837838
2011-01-09 17:00:00,136.977272727273,62,74.9772727272727
2011-01-09 18:00:00,136.977272727273,48,88.9772727272727
2011-01-09 23:00:00,22.1875,6,16.1875
2011-01-10 01:00:00,5.22727272727273,1,4.22727272727273
2011-01-10 04:00:00,2.43636363636364,3,0.563636363636363
2011-01-10 05:00:00,11.3898305084746,3,8.38983050847458
2011-01-10 06:00:00,46.3469387755102,31,15.3469387755102
2011-01-10 18:00:00,172.25,155,17.25
2011-01-10 19:00:00,112.204081632653,95,17.2040816326531
2011-01-11 05:00:00,11.3898305084746,6,5.38983050847458
2011-01-12 15:00:00,88.9837837837838,49,39.9837837837838
2011-01-12 23:00:00,35.6818181818182,20,15.6818181818182
2011-01-13 00:00:00,14.8888888888889,7,7.88888888888889
2011-01-13 02:00:00,2.45833333333333,2,0.458333333333333
2011-01-13 06:00:00,46.3469387755102,28,18.3469387755102
2011-01-13 19:00:00,112.204081632653,99,13.2040816326531
2011-01-13 21:00:00,88.9837837837838,40,48.9837837837838
2011-01-13 22:00:00,46.3469387755102,30,16.3469387755102
2011-01-13 23:00:00,35.6818181818182,15,20.6818181818182
2011-01-14 05:00:00,11.3898305084746,8,3.38983050847458
2011-01-14 06:00:00,46.3469387755102,17,29.3469387755102
2011-01-14 07:00:00,88.9837837837838,70,18.9837837837838
2011-01-14 08:00:00,290.027777777778,158,132.027777777778
2011-01-14 16:00:00,112.204081632653,90,22.2040816326531
2011-01-15 00:00:00,36.5882352941176,28,8.58823529411764
2011-01-15 01:00:00,36.5882352941176,20,16.5882352941176
2011-01-15 04:00:00,7.76666666666667,5,2.76666666666667
2011-01-15 13:00:00,170.770833333333,101,69.7708333333333
2011-01-15 14:00:00,170.770833333333,118,52.7708333333333
2011-01-16 04:00:00,7.76666666666667,1,6.76666666666667
2011-01-16 07:00:00,69.99,3,66.99
2011-01-16 08:00:00,61.8275862068966,18,43.8275862068966
2011-01-16 21:00:00,88.9837837837838,28,60.9837837837838
2011-01-17 01:00:00,5.22727272727273,16,10.7727272727273
2011-01-17 07:00:00,69.99,13,56.99
2011-01-17 18:00:00,136.977272727273,92,44.9772727272727
2011-01-17 21:00:00,69.99,27,42.99
2011-01-18 16:00:00,112.204081632653,61,51.2040816326531
2011-01-19 06:00:00,46.3469387755102,32,14.3469387755102
2011-01-19 13:00:00,144.684210526316,78,66.6842105263158
2011-01-19 15:00:00,144.684210526316,82,62.6842105263158
2011-01-19 20:00:00,102.868852459016,76,26.8688524590164
2011-01-19 23:00:00,35.6818181818182,28,7.68181818181818
2011-02-01 05:00:00,11.3898305084746,3,8.38983050847458
2011-02-01 16:00:00,112.204081632653,64,48.2040816326531
2011-02-02 02:00:00,2.64285714285714,4,1.35714285714286
2011-02-02 03:00:00,2.43636363636364,1,1.43636363636364
2011-02-02 06:00:00,46.3469387755102,18,28.3469387755102
2011-02-02 10:00:00,69.99,61,8.98999999999999
2011-02-02 12:00:00,69.99,64,5.98999999999999
2011-02-02 13:00:00,135,75,60
2011-02-02 22:00:00,46.3469387755102,40,6.3469387755102
2011-02-04 00:00:00,14.8888888888889,13,1.88888888888889
2011-02-04 07:00:00,88.9837837837838,87,1.98378378378378
2011-02-05 02:00:00,46.8421052631579,17,29.8421052631579
2011-02-05 10:00:00,69.99,34,35.99
2011-02-05 14:00:00,69.99,55,14.99
2011-02-05 17:00:00,136.977272727273,78,58.9772727272727
2011-02-05 21:00:00,60.8260869565217,56,4.82608695652174
2011-02-06 18:00:00,136.977272727273,78,58.9772727272727
2011-02-06 19:00:00,61.8275862068966,21,40.8275862068966
2011-02-06 23:00:00,41.8571428571429,30,11.8571428571429
2011-02-07 03:00:00,2.43636363636364,1,1.43636363636364
2011-02-07 07:00:00,88.9837837837838,95,6.01621621621622
2011-02-07 11:00:00,135,47,88
2011-02-07 12:00:00,203.74,66,137.74
2011-02-07 16:00:00,204.857142857143,114,90.8571428571429
2011-02-08 00:00:00,14.8888888888889,10,4.88888888888889
2011-02-08 03:00:00,2.43636363636364,1,1.43636363636364
2011-02-08 04:00:00,2.43636363636364,3,0.563636363636363
2011-02-08 07:00:00,88.9837837837838,100,11.0162162162162
2011-02-08 10:00:00,88.9837837837838,48,40.9837837837838
2011-02-08 18:00:00,172.25,152,20.25
2011-02-08 20:00:00,88.9837837837838,56,32.9837837837838
2011-02-09 06:00:00,46.3469387755102,43,3.3469387755102
2011-02-09 07:00:00,88.9837837837838,99,10.0162162162162
2011-02-09 15:00:00,69.99,64,5.98999999999999
2011-02-09 23:00:00,35.6818181818182,37,1.31818181818182
2011-02-10 01:00:00,5.22727272727273,7,1.77272727272727
2011-02-10 08:00:00,290.027777777778,178,112.027777777778
2011-02-10 09:00:00,163.027777777778,122,41.0277777777778
2011-02-10 16:00:00,112.204081632653,80,32.2040816326531
2011-02-10 17:00:00,172.25,165,7.25
2011-02-11 12:00:00,88.9837837837838,71,17.9837837837838
2011-02-11 15:00:00,135,74,61
2011-02-11 22:00:00,46.3469387755102,43,3.3469387755102
2011-02-12 02:00:00,46.8421052631579,15,31.8421052631579
2011-02-12 06:00:00,4.70833333333333,2,2.70833333333333
2011-02-12 10:00:00,88.9837837837838,84,4.98378378378378
2011-02-12 11:00:00,170.770833333333,114,56.7708333333333
2011-02-12 19:00:00,83.21875,41,42.21875
2011-02-13 00:00:00,36.5882352941176,39,2.41176470588236
2011-02-13 03:00:00,16.7714285714286,12,4.77142857142857
2011-02-13 08:00:00,61.8275862068966,12,49.8275862068966
2011-02-13 11:00:00,170.770833333333,112,58.7708333333333
2011-02-13 19:00:00,61.8275862068966,61,0.827586206896555
2011-02-13 20:00:00,119.703703703704,47,72.7037037037037
2011-02-14 01:00:00,11.6666666666667,7,4.66666666666667
2011-02-14 03:00:00,2.43636363636364,2,0.436363636363637
2011-02-14 04:00:00,2.43636363636364,2,0.436363636363637
2011-02-14 11:00:00,179.261904761905,53,126.261904761905
2011-02-14 13:00:00,144.684210526316,120,24.6842105263158
2011-02-14 17:00:00,428.555555555556,243,185.555555555556
2011-02-14 18:00:00,428.555555555556,205,223.555555555556
2011-02-15 05:00:00,11.3898305084746,4,7.38983050847458
2011-02-15 10:00:00,88.9837837837838,52,36.9837837837838
2011-02-15 11:00:00,135,57,78
2011-02-15 22:00:00,67.1,41,26.1
2011-02-16 09:00:00,163.027777777778,124,39.0277777777778
2011-02-16 11:00:00,135,66,69
2011-02-16 18:00:00,428.555555555556,222,206.555555555556
2011-02-16 20:00:00,261.481481481481,118,143.481481481481
2011-02-16 23:00:00,88.7096774193548,33,55.7096774193548
2011-02-17 10:00:00,159.251748251748,88,71.2517482517482
2011-02-17 22:00:00,199.555555555556,76,123.555555555556
2011-02-17 23:00:00,88.7096774193548,44,44.7096774193548
2011-02-18 04:00:00,4.46428571428571,1,3.46428571428571
2011-02-18 05:00:00,23.6521739130435,7,16.6521739130435
2011-02-18 09:00:00,261.481481481481,169,92.4814814814815
2011-02-18 17:00:00,603.2,327,276.2
2011-02-18 20:00:00,340.269662921348,124,216.269662921348
2011-02-18 22:00:00,199.555555555556,107,92.5555555555555
2011-02-19 03:00:00,25.4193548387097,7,18.4193548387097
2011-02-19 11:00:00,264.631578947368,123,141.631578947368
2011-03-01 00:00:00,14.8888888888889,7,7.88888888888889
2011-03-01 09:00:00,163.027777777778,124,39.0277777777778
2011-03-01 11:00:00,102.868852459016,56,46.8688524590164
2011-03-01 14:00:00,102.868852459016,79,23.8688524590164
2011-03-01 19:00:00,112.204081632653,119,6.79591836734694
2011-03-01 23:00:00,35.6818181818182,25,10.6818181818182
2011-03-02 06:00:00,46.3469387755102,40,6.3469387755102
2011-03-02 15:00:00,198.016949152542,110,88.0169491525424
2011-03-02 19:00:00,204.857142857143,150,54.8571428571429
2011-03-03 06:00:00,46.3469387755102,35,11.3469387755102
2011-03-03 12:00:00,88.9837837837838,72,16.9837837837838
2011-03-03 15:00:00,88.9837837837838,68,20.9837837837838
2011-03-03 20:00:00,88.9837837837838,70,18.9837837837838
2011-03-03 21:00:00,88.9837837837838,51,37.9837837837838
2011-03-03 22:00:00,46.3469387755102,53,6.6530612244898
2011-03-03 23:00:00,35.6818181818182,23,12.6818181818182
2011-03-04 04:00:00,2.43636363636364,1,1.43636363636364
2011-03-04 13:00:00,102.868852459016,87,15.8688524590164
2011-03-04 21:00:00,77.7352941176471,70,7.73529411764706
2011-03-05 07:00:00,80.6,15,65.6
2011-03-05 08:00:00,83.21875,45,38.21875
2011-03-05 10:00:00,280.083333333333,103,177.083333333333
2011-03-06 09:00:00,119.703703703704,22,97.7037037037037
2011-03-06 19:00:00,61.8275862068966,11,50.8275862068966
2011-03-07 04:00:00,2.43636363636364,1,1.43636363636364
2011-03-07 05:00:00,11.3898305084746,1,10.3898305084746
2011-03-07 13:00:00,102.868852459016,70,32.8688524590164
2011-03-07 14:00:00,102.868852459016,77,25.8688524590164
2011-03-08 00:00:00,14.8888888888889,10,4.88888888888889
2011-03-08 09:00:00,185.55,151,34.55
2011-03-08 17:00:00,428.555555555556,248,180.555555555556
2011-03-08 19:00:00,204.857142857143,150,54.8571428571429
2011-03-08 22:00:00,67.1,55,12.1
